index,timestamp,cps_prior,frequency_MHz,signal,reference,ratio
0,2026-02-06 00:57:27,103693.76974135957,2199.99999961853,80232,90810,0.8835150313842088
0,2026-02-06 00:57:27,103693.76974135957,2202.0,76857,91535,0.839646037035014
0,2026-02-06 00:57:27,103693.76974135957,2204.00000038147,72179,91284,0.7907081197142982
0,2026-02-06 00:57:27,103693.76974135957,2206.000000762939,69218,91524,0.7562825051352651
0,2026-02-06 00:57:27,103693.76974135957,2208.000001144409,69817,92329,0.7561762826414236
0,2026-02-06 00:57:27,103693.76974135957,2210.000001525879,72315,92820,0.7790885585003232
0,2026-02-06 00:57:27,103693.76974135957,2212.0000019073486,77016,93559,0.8231810942827521
0,2026-02-06 00:57:27,103693.76974135957,2214.0000022888185,82440,93847,0.8784510959327416
0,2026-02-06 00:57:27,103693.76974135957,2216.000002670288,86355,94219,0.9165348814994853
0,2026-02-06 00:57:27,103693.76974135957,2218.0000030517576,88321,94298,0.9366158349063607
0,2026-02-06 00:57:27,103693.76974135957,2220.0000034332274,90290,95581,0.944643809962231
0,2026-02-06 00:57:27,103693.76974135957,2222.0000038146973,91105,95603,0.952951267219648
0,2026-02-06 00:57:27,103693.76974135957,2224.000004196167,92823,96527,0.9616273167093145
0,2026-02-06 00:57:27,103693.76974135957,2226.0000045776364,93650,96672,0.9687396557431314
0,2026-02-06 00:57:27,103693.76974135957,2228.0000049591063,94332,96974,0.9727555839709613
0,2026-02-06 00:57:27,103693.76974135957,2230.000005340576,95889,97687,0.9815942755945009
0,2026-02-06 00:57:27,103693.76974135957,2232.000005722046,95999,97560,0.9839995899959
0,2026-02-06 00:57:27,103693.76974135957,2234.0000061035157,96424,97907,0.9848529727190088
0,2026-02-06 00:57:27,103693.76974135957,2236.000006484985,96224,97850,0.983382728666326
0,2026-02-06 00:57:27,103693.76974135957,2238.000006866455,96535,97956,0.9854934868716566
0,2026-02-06 00:57:27,103693.76974135957,2240.0000072479247,96561,97506,0.9903082887206941
0,2026-02-06 00:57:27,103693.76974135957,2242.0000076293945,96381,97422,0.9893145285459136
0,2026-02-06 00:57:27,103693.76974135957,2244.0000080108643,96060,97488,0.9853520433284096
0,2026-02-06 00:57:27,103693.76974135957,2246.0000083923337,96513,96977,0.9952153603431741
0,2026-02-06 00:57:27,103693.76974135957,2248.0000087738035,96776,97682,0.9907250056305154
0,2026-02-06 00:57:27,103693.76974135957,2250.0000091552733,97016,98089,0.9890609548471286
0,2026-02-06 00:57:27,103693.76974135957,2252.000009536743,97083,98625,0.9843650190114068
0,2026-02-06 00:57:27,103693.76974135957,2254.000009918213,97705,98573,0.9911943432785855
0,2026-02-06 00:57:27,103693.76974135957,2256.0000102996823,97587,98736,0.9883629071463296
0,2026-02-06 00:57:27,103693.76974135957,2258.000010681152,98546,99617,0.9892488229920596
0,2026-02-06 00:57:27,103693.76974135957,2260.000011062622,99062,99632,0.9942789465232054
0,2026-02-06 00:57:27,103693.76974135957,2262.000011444092,99475,99708,0.9976631764753079
0,2026-02-06 00:57:27,103693.76974135957,2264.0000118255616,99484,99901,0.9958258676089329
0,2026-02-06 00:57:27,103693.76974135957,2266.000012207031,98948,100254,0.9869730883555768
0,2026-02-06 00:57:27,103693.76974135957,2268.000012588501,99071,99405,0.9966400080478849
0,2026-02-06 00:57:27,103693.76974135957,2270.0000129699706,99276,99667,0.9960769361975378
0,2026-02-06 00:57:27,103693.76974135957,2272.0000133514404,99229,99858,0.9937010554988083
0,2026-02-06 00:57:27,103693.76974135957,2274.0000137329102,99354,99944,0.9940966941487233
0,2026-02-06 00:57:27,103693.76974135957,2276.0000141143796,99310,99779,0.9952996121428357
0,2026-02-06 00:57:27,103693.76974135957,2278.0000144958494,99243,100263,0.9898267556326861
0,2026-02-06 00:57:27,103693.76974135957,2280.0000148773192,99882,100378,0.9950586781964176
0,2026-02-06 00:57:27,103693.76974135957,2282.000015258789,100190,101105,0.990950002472677
0,2026-02-06 00:57:27,103693.76974135957,2284.000015640259,99894,100877,0.9902554596191402
0,2026-02-06 00:57:27,103693.76974135957,2286.0000160217282,99555,100462,0.9909717106965817
0,2026-02-06 00:57:27,103693.76974135957,2288.000016403198,99864,100882,0.9899090025970936
0,2026-02-06 00:57:27,103693.76974135957,2290.000016784668,99987,100408,0.995807107003426
0,2026-02-06 00:57:27,103693.76974135957,2292.0000171661377,99619,100801,0.9882739258539102
0,2026-02-06 00:57:27,103693.76974135957,2294.0000175476075,100421,100574,0.998478732077873
0,2026-02-06 00:57:27,103693.76974135957,2296.000017929077,99641,101009,0.9864566523775109
0,2026-02-06 00:57:27,103693.76974135957,2298.0000183105467,99874,100741,0.9913937721483805
0,2026-02-06 00:57:27,103693.76974135957,2300.0000186920165,100170,100647,0.995260663507109
0,2026-02-06 00:57:27,103693.76974135957,2302.0000190734863,99603,100740,0.9887135199523526
