time,ch1,ch2
1.95756769290911e-06,-1.8499999940395355,0.0
1.9579676929144507e-06,-2.8499999940395355,0.0
1.9583676929197912e-06,-2.8499999940395355,-0.019999999552965164
1.958767692925132e-06,-1.8499999940395355,-0.019999999552965164
1.9591676929304724e-06,-1.8499999940395355,-0.019999999552965164
1.959567692935813e-06,-1.8499999940395355,-0.019999999552965164
1.9599676929411535e-06,-1.8499999940395355,-0.019999999552965164
1.960367692946494e-06,-1.8499999940395355,0.0
1.9607676929518347e-06,-1.8499999940395355,0.0
1.9611676929571753e-06,-1.8499999940395355,0.0
1.961567692962516e-06,-1.8499999940395355,-0.019999999552965164
1.9619676929678564e-06,-1.8499999940395355,0.0
1.962367692973197e-06,-2.8499999940395355,0.019999999552965164
1.9627676929785375e-06,-2.8499999940395355,0.0
1.963167692983878e-06,-1.8499999940395355,-0.019999999552965164
1.9635676929892187e-06,-1.8499999940395355,0.0
1.9639676929945593e-06,-1.8499999940395355,0.019999999552965164
1.9643676929999e-06,-1.8499999940395355,0.0
1.9647676930052404e-06,-1.8499999940395355,-0.019999999552965164
1.965167693010581e-06,-1.8499999940395355,0.0
1.9655676930159216e-06,-1.8499999940395355,0.0
1.965967693021262e-06,-1.8499999940395355,0.0
1.9663676930266027e-06,-1.8499999940395355,0.0
1.9667676930319433e-06,-1.8499999940395355,0.0
1.967167693037284e-06,-2.8499999940395355,-0.019999999552965164
1.9675676930426244e-06,-2.8499999940395355,-0.019999999552965164
1.967967693047965e-06,-2.8499999940395355,0.0
1.9683676930533056e-06,-1.8499999940395355,0.0
1.968767693058646e-06,-0.8499999940395355,0.0
1.9691676930639867e-06,-1.8499999940395355,0.0
1.9695676930693273e-06,-1.8499999940395355,-0.019999999552965164
1.969967693074668e-06,-1.8499999940395355,0.0
1.9703676930800084e-06,-1.8499999940395355,0.0
1.970767693085349e-06,-1.8499999940395355,0.0
1.9711676930906896e-06,-1.8499999940395355,0.019999999552965164
1.97156769309603e-06,-1.8499999940395355,0.0
1.9719676931013707e-06,-1.8499999940395355,-0.019999999552965164
1.9723676931067113e-06,-1.8499999940395355,-0.019999999552965164
1.972767693112052e-06,-1.8499999940395355,-0.019999999552965164
1.9731676931173924e-06,-1.8499999940395355,0.0
1.973567693122733e-06,-1.8499999940395355,0.0
1.9739676931280736e-06,-1.8499999940395355,0.0
1.974367693133414e-06,-1.8499999940395355,0.0
1.9747676931387547e-06,-1.8499999940395355,0.0
1.9751676931440953e-06,-1.8499999940395355,0.0
1.975567693149436e-06,-1.8499999940395355,0.0
1.9759676931547765e-06,-1.8499999940395355,-0.019999999552965164
1.976367693160117e-06,-1.8499999940395355,0.0
1.9767676931654576e-06,-1.8499999940395355,0.019999999552965164
1.977167693170798e-06,-1.8499999940395355,0.019999999552965164
1.9775676931761387e-06,-1.8499999940395355,0.0
1.9779676931814793e-06,-1.8499999940395355,0.0
1.97836769318682e-06,-1.8499999940395355,0.0
1.9787676931921605e-06,-1.8499999940395355,0.0
1.979167693197501e-06,-1.8499999940395355,-0.019999999552965164
1.9795676932028416e-06,-0.8499999940395355,0.0
1.979967693208182e-06,-0.8499999940395355,0.0
1.9803676932135228e-06,-1.8499999940395355,0.0
1.9807676932188633e-06,-2.8499999940395355,0.0
1.981167693224204e-06,-1.8499999940395355,-0.019999999552965164
1.9815676932295445e-06,-1.8499999940395355,-0.019999999552965164
1.981967693234885e-06,-1.8499999940395355,-0.019999999552965164
1.9823676932402256e-06,-1.8499999940395355,-0.019999999552965164
1.982767693245566e-06,-0.8499999940395355,0.0
1.9831676932509068e-06,-0.8499999940395355,0.0
1.9835676932562473e-06,-1.8499999940395355,0.0
1.983967693261588e-06,-1.8499999940395355,0.0
1.9843676932669285e-06,-1.8499999940395355,0.0
1.984767693272269e-06,-1.8499999940395355,0.0
1.9851676932776096e-06,-1.8499999940395355,0.0
1.98556769328295e-06,-1.8499999940395355,0.0
1.9859676932882908e-06,-1.8499999940395355,-0.019999999552965164
1.9863676932936313e-06,-1.8499999940395355,-0.019999999552965164
1.986767693298972e-06,-1.8499999940395355,0.0
1.9871676933043125e-06,-1.8499999940395355,0.0
1.987567693309653e-06,-1.8499999940395355,0.0
1.9879676933149936e-06,-1.8499999940395355,0.019999999552965164
1.988367693320334e-06,-1.8499999940395355,0.0
1.9887676933256748e-06,-1.8499999940395355,-0.019999999552965164
1.9891676933310154e-06,-1.8499999940395355,-0.019999999552965164
1.989567693336356e-06,-1.8499999940395355,-0.019999999552965164
1.9899676933416965e-06,-1.8499999940395355,0.0
1.990367693347037e-06,-1.8499999940395355,0.0
1.9907676933523776e-06,-1.8499999940395355,0.0
1.9911676933577182e-06,-1.8499999940395355,0.0
1.991567693363059e-06,-1.8499999940395355,0.0
1.9919676933683994e-06,-1.8499999940395355,0.0
1.99236769337374e-06,-0.8499999940395355,0.0
1.9927676933790805e-06,-0.8499999940395355,0.019999999552965164
1.993167693384421e-06,-1.8499999940395355,0.0
1.9935676933897617e-06,-1.8499999940395355,-0.019999999552965164
1.9939676933951022e-06,-1.8499999940395355,-0.019999999552965164
1.994367693400443e-06,-1.8499999940395355,-0.019999999552965164
1.9947676934057834e-06,-1.8499999940395355,0.0
1.995167693411124e-06,-1.8499999940395355,0.0
1.9955676934164645e-06,-1.8499999940395355,0.0
1.995967693421805e-06,-0.8499999940395355,0.0
1.9963676934271457e-06,-0.8499999940395355,0.0
1.9967676934324862e-06,-1.8499999940395355,0.0
1.997167693437827e-06,-1.8499999940395355,0.0
1.9975676934431674e-06,-2.8499999940395355,0.0
1.997967693448508e-06,-1.8499999940395355,0.0
1.9983676934538485e-06,-0.8499999940395355,0.0
1.998767693459189e-06,-1.8499999940395355,-0.019999999552965164
1.9991676934645297e-06,-1.8499999940395355,-0.019999999552965164
1.9995676934698702e-06,-1.8499999940395355,-0.019999999552965164
1.999967693475211e-06,-1.8499999940395355,-0.019999999552965164
2.0003676934805514e-06,-1.8499999940395355,0.0
2.000767693485892e-06,-1.8499999940395355,0.0
2.0011676934912325e-06,-1.8499999940395355,0.0
2.001567693496573e-06,-1.8499999940395355,-0.019999999552965164
2.0019676935019137e-06,-1.8499999940395355,-0.019999999552965164
2.0023676935072543e-06,-1.8499999940395355,0.0
2.002767693512595e-06,-1.8499999940395355,0.0
2.0031676935179354e-06,-2.8499999940395355,0.0
2.003567693523276e-06,-1.8499999940395355,0.0
2.0039676935286165e-06,-0.8499999940395355,0.0
2.004367693533957e-06,-1.8499999940395355,0.0
2.0047676935392977e-06,-1.8499999940395355,0.0
2.0051676935446383e-06,-1.8499999940395355,0.0
2.005567693549979e-06,-1.8499999940395355,0.0
2.0059676935553194e-06,-1.8499999940395355,0.0
2.00636769356066e-06,-1.8499999940395355,0.0
2.0067676935660006e-06,-1.8499999940395355,-0.019999999552965164
2.007167693571341e-06,-1.8499999940395355,-0.019999999552965164
2.0075676935766817e-06,-1.8499999940395355,-0.019999999552965164
2.0079676935820223e-06,-1.8499999940395355,-0.019999999552965164
2.008367693587363e-06,-1.8499999940395355,0.0
2.0087676935927034e-06,-1.8499999940395355,0.0
2.009167693598044e-06,-0.8499999940395355,0.0
2.0095676936033846e-06,-0.8499999940395355,-0.019999999552965164
2.009967693608725e-06,-0.8499999940395355,0.0
2.0103676936140657e-06,-1.8499999940395355,0.0
2.0107676936194063e-06,-1.8499999940395355,0.0
2.011167693624747e-06,-1.8499999940395355,0.0
2.0115676936300874e-06,-1.8499999940395355,0.0
2.011967693635428e-06,-1.8499999940395355,-0.019999999552965164
2.0123676936407686e-06,-1.8499999940395355,-0.019999999552965164
2.012767693646109e-06,-1.8499999940395355,-0.019999999552965164
2.0131676936514497e-06,-1.8499999940395355,0.0
2.0135676936567903e-06,-1.8499999940395355,0.0
2.013967693662131e-06,-1.8499999940395355,0.0
2.0143676936674714e-06,-1.8499999940395355,0.0
2.014767693672812e-06,-1.8499999940395355,0.0
2.0151676936781526e-06,-1.8499999940395355,0.0
2.015567693683493e-06,-2.8499999940395355,0.0
2.0159676936888337e-06,-1.8499999940395355,0.0
2.0163676936941743e-06,-0.8499999940395355,0.0
2.016767693699515e-06,-1.8499999940395355,0.0
2.0171676937048554e-06,-1.8499999940395355,0.0
2.017567693710196e-06,-1.8499999940395355,0.0
2.0179676937155366e-06,-1.8499999940395355,0.0
2.018367693720877e-06,-1.8499999940395355,0.0
2.0187676937262177e-06,-1.8499999940395355,0.0
2.0191676937315583e-06,-1.8499999940395355,0.0
2.019567693736899e-06,-1.8499999940395355,0.0
2.0199676937422395e-06,-1.8499999940395355,0.0
2.02036769374758e-06,-2.8499999940395355,0.0
2.0207676937529206e-06,-2.8499999940395355,-0.019999999552965164
2.021167693758261e-06,-1.8499999940395355,-0.03999999910593033
2.0215676937636017e-06,-0.8499999940395355,-0.019999999552965164
2.0219676937689423e-06,-0.8499999940395355,0.0
2.022367693774283e-06,-1.8499999940395355,0.0
2.0227676937796235e-06,-1.8499999940395355,0.0
2.023167693784964e-06,-1.8499999940395355,0.0
2.0235676937903046e-06,-1.8499999940395355,0.0
2.023967693795645e-06,-1.8499999940395355,0.0
2.0243676938009858e-06,-1.8499999940395355,0.0
2.0247676938063263e-06,-1.8499999940395355,0.0
2.025167693811667e-06,-1.8499999940395355,0.0
2.0255676938170075e-06,-1.8499999940395355,-0.019999999552965164
2.025967693822348e-06,-1.8499999940395355,-0.03999999910593033
2.0263676938276886e-06,-1.8499999940395355,-0.019999999552965164
2.026767693833029e-06,-1.8499999940395355,-0.019999999552965164
2.0271676938383698e-06,-1.8499999940395355,0.0
2.0275676938437103e-06,-1.8499999940395355,0.0
2.027967693849051e-06,-1.8499999940395355,0.0
2.0283676938543915e-06,-1.8499999940395355,0.0
2.028767693859732e-06,-1.8499999940395355,0.0
2.0291676938650726e-06,-1.8499999940395355,-0.019999999552965164
2.029567693870413e-06,-1.8499999940395355,0.0
2.0299676938757538e-06,-1.8499999940395355,0.0
2.0303676938810944e-06,-1.8499999940395355,0.0
2.030767693886435e-06,-1.8499999940395355,0.0
2.0311676938917755e-06,-1.8499999940395355,0.0
2.031567693897116e-06,-1.8499999940395355,0.0
2.0319676939024566e-06,-1.8499999940395355,-0.019999999552965164
2.0323676939077972e-06,-1.8499999940395355,-0.019999999552965164
2.0327676939131378e-06,-1.8499999940395355,-0.019999999552965164
2.0331676939184784e-06,-2.8499999940395355,-0.019999999552965164
2.033567693923819e-06,-2.8499999940395355,-0.019999999552965164
2.0339676939291595e-06,-1.8499999940395355,-0.019999999552965164
2.0343676939345e-06,-1.8499999940395355,-0.019999999552965164
2.0347676939398407e-06,-1.8499999940395355,0.0
2.0351676939451812e-06,-1.8499999940395355,0.0
2.035567693950522e-06,-1.8499999940395355,0.0
2.0359676939558624e-06,-1.8499999940395355,0.0
2.036367693961203e-06,-1.8499999940395355,0.0
2.0367676939665435e-06,-0.8499999940395355,-0.019999999552965164
2.037167693971884e-06,-1.8499999940395355,0.0
2.0375676939772247e-06,-2.8499999940395355,0.0
2.0379676939825652e-06,-1.8499999940395355,0.0
2.038367693987906e-06,-0.8499999940395355,0.0
2.0387676939932464e-06,-1.8499999940395355,-0.019999999552965164
2.039167693998587e-06,-0.8499999940395355,-0.019999999552965164
2.0395676940039275e-06,-1.8499999940395355,0.0
2.039967694009268e-06,-1.8499999940395355,0.0
2.0403676940146087e-06,-1.8499999940395355,0.0
2.0407676940199492e-06,-1.8499999940395355,0.0
2.04116769402529e-06,-1.8499999940395355,0.0
2.0415676940306304e-06,-1.8499999940395355,-0.019999999552965164
2.041967694035971e-06,-1.8499999940395355,-0.019999999552965164
2.0423676940413115e-06,-1.8499999940395355,-0.019999999552965164
2.042767694046652e-06,-1.8499999940395355,0.0
2.0431676940519927e-06,-2.8499999940395355,0.0
2.0435676940573333e-06,-1.8499999940395355,0.0
2.043967694062674e-06,-1.8499999940395355,0.0
2.0443676940680144e-06,-1.8499999940395355,0.0
2.044767694073355e-06,-1.8499999940395355,0.0
2.0451676940786955e-06,-0.8499999940395355,0.0
2.045567694084036e-06,-0.8499999940395355,0.0
2.0459676940893767e-06,-1.8499999940395355,0.0
2.0463676940947173e-06,-1.8499999940395355,0.0
2.046767694100058e-06,-1.8499999940395355,-0.019999999552965164
2.0471676941053984e-06,-1.8499999940395355,-0.019999999552965164
2.047567694110739e-06,-1.8499999940395355,-0.019999999552965164
2.0479676941160796e-06,-1.8499999940395355,-0.019999999552965164
2.04836769412142e-06,-1.8499999940395355,0.0
2.0487676941267607e-06,-1.8499999940395355,0.0
2.0491676941321013e-06,-1.8499999940395355,0.0
2.049567694137442e-06,-1.8499999940395355,-0.019999999552965164
2.0499676941427824e-06,-1.8499999940395355,0.0
2.050367694148123e-06,-1.8499999940395355,0.0
2.0507676941534636e-06,-1.8499999940395355,-0.019999999552965164
2.051167694158804e-06,-1.8499999940395355,0.0
2.0515676941641447e-06,-2.8499999940395355,0.0
2.0519676941694853e-06,-2.8499999940395355,-0.019999999552965164
2.052367694174826e-06,-1.8499999940395355,-0.019999999552965164
2.0527676941801664e-06,-1.8499999940395355,-0.019999999552965164
2.053167694185507e-06,-0.8499999940395355,0.0
2.0535676941908476e-06,-0.8499999940395355,0.0
2.053967694196188e-06,-1.8499999940395355,0.0
2.0543676942015287e-06,-1.8499999940395355,0.0
2.0547676942068693e-06,-1.8499999940395355,-0.019999999552965164
2.05516769421221e-06,-1.8499999940395355,0.0
2.0555676942175504e-06,-2.8499999940395355,0.0
2.055967694222891e-06,-2.8499999940395355,-0.019999999552965164
2.0563676942282316e-06,-1.8499999940395355,-0.03999999910593033
2.056767694233572e-06,-1.8499999940395355,0.0
2.0571676942389127e-06,-1.8499999940395355,0.019999999552965164
2.0575676942442533e-06,-1.8499999940395355,0.0
2.057967694249594e-06,-1.8499999940395355,0.0
2.0583676942549344e-06,-1.8499999940395355,0.0
2.058767694260275e-06,-1.8499999940395355,0.0
2.0591676942656156e-06,-1.8499999940395355,-0.019999999552965164
2.059567694270956e-06,-1.8499999940395355,0.0
2.0599676942762967e-06,-2.8499999940395355,0.0
2.0603676942816373e-06,-2.8499999940395355,0.0
2.060767694286978e-06,-2.8499999940395355,-0.019999999552965164
2.0611676942923185e-06,-1.8499999940395355,-0.019999999552965164
2.061567694297659e-06,-1.8499999940395355,-0.019999999552965164
2.0619676943029996e-06,-1.8499999940395355,0.0
2.06236769430834e-06,-1.8499999940395355,0.0
2.0627676943136807e-06,-1.8499999940395355,0.0
2.0631676943190213e-06,-1.8499999940395355,0.0
2.063567694324362e-06,-1.8499999940395355,0.0
2.0639676943297025e-06,-1.8499999940395355,0.0
2.064367694335043e-06,-1.8499999940395355,0.0
2.0647676943403836e-06,-1.8499999940395355,0.0
2.065167694345724e-06,-1.8499999940395355,0.0
2.0655676943510648e-06,-1.8499999940395355,0.0
2.0659676943564053e-06,-1.8499999940395355,-0.019999999552965164
2.066367694361746e-06,-1.8499999940395355,-0.019999999552965164
2.0667676943670865e-06,-1.8499999940395355,-0.019999999552965164
2.067167694372427e-06,-1.8499999940395355,-0.019999999552965164
2.0675676943777676e-06,-1.8499999940395355,0.0
2.067967694383108e-06,-1.8499999940395355,0.0
2.0683676943884488e-06,-1.8499999940395355,0.0
2.0687676943937893e-06,-1.8499999940395355,-0.019999999552965164
2.06916769439913e-06,-1.8499999940395355,-0.019999999552965164
2.0695676944044705e-06,-1.8499999940395355,0.0
2.069967694409811e-06,-1.8499999940395355,0.0
2.0703676944151516e-06,-1.8499999940395355,0.0
2.070767694420492e-06,-1.8499999940395355,0.0
2.0711676944258328e-06,-1.8499999940395355,0.0
2.0715676944311733e-06,-1.8499999940395355,0.0
2.071967694436514e-06,-1.8499999940395355,0.0
2.0723676944418545e-06,-1.8499999940395355,0.0
2.072767694447195e-06,-1.8499999940395355,0.0
2.0731676944525356e-06,-2.8499999940395355,0.0
2.073567694457876e-06,-2.8499999940395355,0.0
2.0739676944632168e-06,-1.8499999940395355,-0.019999999552965164
2.0743676944685574e-06,-1.8499999940395355,-0.019999999552965164
2.074767694473898e-06,-0.8499999940395355,0.0
2.0751676944792385e-06,-0.8499999940395355,0.0
2.075567694484579e-06,-0.8499999940395355,0.0
2.0759676944899196e-06,-1.8499999940395355,0.019999999552965164
2.0763676944952602e-06,-1.8499999940395355,0.019999999552965164
2.076767694500601e-06,-1.8499999940395355,0.0
2.0771676945059414e-06,-1.8499999940395355,0.0
2.077567694511282e-06,-1.8499999940395355,0.0
2.0779676945166225e-06,-2.8499999940395355,0.0
2.078367694521963e-06,-2.8499999940395355,-0.019999999552965164
2.0787676945273037e-06,-1.8499999940395355,0.0
2.0791676945326442e-06,-0.8499999940395355,0.019999999552965164
2.079567694537985e-06,-0.8499999940395355,0.0
2.0799676945433254e-06,-1.8499999940395355,-0.019999999552965164
2.080367694548666e-06,-1.8499999940395355,0.0
2.0807676945540065e-06,-2.8499999940395355,0.0
2.081167694559347e-06,-1.8499999940395355,0.0
2.0815676945646877e-06,-1.8499999940395355,-0.019999999552965164
2.0819676945700282e-06,-1.8499999940395355,-0.019999999552965164
2.082367694575369e-06,-1.8499999940395355,0.0
2.0827676945807094e-06,-1.8499999940395355,0.0
2.08316769458605e-06,-2.8499999940395355,0.0
2.0835676945913905e-06,-1.8499999940395355,0.0
2.083967694596731e-06,-1.8499999940395355,0.0
2.0843676946020717e-06,-1.8499999940395355,0.0
2.0847676946074122e-06,-1.8499999940395355,0.0
2.085167694612753e-06,-1.8499999940395355,0.0
2.0855676946180934e-06,-1.8499999940395355,0.0
2.085967694623434e-06,-1.8499999940395355,0.0
2.0863676946287745e-06,-1.8499999940395355,0.0
2.086767694634115e-06,-1.8499999940395355,-0.019999999552965164
2.0871676946394557e-06,-1.8499999940395355,-0.019999999552965164
2.0875676946447963e-06,-1.8499999940395355,0.0
2.087967694650137e-06,-1.8499999940395355,0.0
2.0883676946554774e-06,-1.8499999940395355,-0.019999999552965164
2.088767694660818e-06,-1.8499999940395355,0.0
2.0891676946661585e-06,-1.8499999940395355,0.0
2.089567694671499e-06,-1.8499999940395355,0.0
2.0899676946768397e-06,-1.8499999940395355,0.0
2.0903676946821803e-06,-1.8499999940395355,0.0
2.090767694687521e-06,-1.8499999940395355,0.0
2.0911676946928614e-06,-1.8499999940395355,0.0
2.091567694698202e-06,-2.8499999940395355,-0.019999999552965164
2.0919676947035426e-06,-2.8499999940395355,-0.019999999552965164
2.092367694708883e-06,-1.8499999940395355,-0.019999999552965164
2.0927676947142237e-06,-1.8499999940395355,0.0
2.0931676947195643e-06,-0.8499999940395355,0.0
2.093567694724905e-06,-0.8499999940395355,0.0
2.0939676947302454e-06,-0.8499999940395355,0.0
2.094367694735586e-06,-1.8499999940395355,0.0
2.0947676947409266e-06,-1.8499999940395355,-0.019999999552965164
2.095167694746267e-06,-2.8499999940395355,0.0
2.0955676947516077e-06,-2.8499999940395355,0.0
2.0959676947569483e-06,-2.8499999940395355,-0.019999999552965164
2.096367694762289e-06,-1.8499999940395355,-0.03999999910593033
2.0967676947676294e-06,-1.8499999940395355,0.0
2.09716769477297e-06,-1.8499999940395355,0.019999999552965164
2.0975676947783106e-06,-1.8499999940395355,0.0
2.097967694783651e-06,-1.8499999940395355,0.0
2.0983676947889917e-06,-1.8499999940395355,0.0
2.0987676947943323e-06,-1.8499999940395355,0.0
2.099167694799673e-06,-1.8499999940395355,-0.019999999552965164
2.0995676948050134e-06,-1.8499999940395355,-0.019999999552965164
2.099967694810354e-06,-2.8499999940395355,-0.019999999552965164
2.1003676948156946e-06,-1.8499999940395355,-0.019999999552965164
2.100767694821035e-06,-0.8499999940395355,-0.019999999552965164
2.1011676948263757e-06,-1.8499999940395355,-0.019999999552965164
2.1015676948317163e-06,-1.8499999940395355,-0.019999999552965164
2.101967694837057e-06,-1.8499999940395355,0.0
2.1023676948423975e-06,-1.8499999940395355,0.0
2.102767694847738e-06,-1.8499999940395355,0.0
2.1031676948530786e-06,-1.8499999940395355,0.0
2.103567694858419e-06,-2.8499999940395355,0.0
2.1039676948637597e-06,-1.8499999940395355,0.0
2.1043676948691003e-06,-1.8499999940395355,0.0
2.104767694874441e-06,-1.8499999940395355,0.0
2.1051676948797815e-06,-1.8499999940395355,0.0
2.105567694885122e-06,-1.8499999940395355,-0.019999999552965164
2.1059676948904626e-06,-1.8499999940395355,-0.019999999552965164
2.106367694895803e-06,-1.8499999940395355,-0.019999999552965164
2.1067676949011438e-06,-1.8499999940395355,0.0
2.1071676949064843e-06,-1.8499999940395355,0.0
2.107567694911825e-06,-1.8499999940395355,0.0
2.1079676949171655e-06,-1.8499999940395355,0.0
2.108367694922506e-06,-1.8499999940395355,0.0
2.1087676949278466e-06,-1.8499999940395355,-0.019999999552965164
2.109167694933187e-06,-1.8499999940395355,-0.019999999552965164
2.1095676949385278e-06,-1.8499999940395355,0.0
2.1099676949438683e-06,-1.8499999940395355,0.0
2.110367694949209e-06,-1.8499999940395355,0.0
2.1107676949545495e-06,-1.8499999940395355,0.0
2.11116769495989e-06,-1.8499999940395355,0.0
2.1115676949652306e-06,-1.8499999940395355,0.0
2.111967694970571e-06,-1.8499999940395355,0.0
2.1123676949759118e-06,-1.8499999940395355,0.0
2.1127676949812523e-06,-2.8499999940395355,0.0
2.113167694986593e-06,-1.8499999940395355,0.0
2.1135676949919335e-06,-0.8499999940395355,0.0
2.113967694997274e-06,-1.8499999940395355,-0.019999999552965164
2.1143676950026146e-06,-1.8499999940395355,-0.019999999552965164
2.114767695007955e-06,-1.8499999940395355,0.0
2.1151676950132958e-06,-1.8499999940395355,0.019999999552965164
2.1155676950186364e-06,-0.8499999940395355,0.0
2.115967695023977e-06,-0.8499999940395355,0.019999999552965164
2.1163676950293175e-06,-1.8499999940395355,0.0
2.116767695034658e-06,-1.8499999940395355,0.0
2.1171676950399986e-06,-1.8499999940395355,0.0
2.1175676950453392e-06,-1.8499999940395355,0.0
2.11796769505068e-06,-1.8499999940395355,0.0
2.1183676950560204e-06,-1.8499999940395355,-0.019999999552965164
2.118767695061361e-06,-1.8499999940395355,-0.019999999552965164
2.1191676950667015e-06,-1.8499999940395355,-0.019999999552965164
2.119567695072042e-06,-1.8499999940395355,-0.019999999552965164
2.1199676950773827e-06,-1.8499999940395355,-0.019999999552965164
2.1203676950827232e-06,-1.8499999940395355,0.0
2.120767695088064e-06,-1.8499999940395355,0.019999999552965164
2.1211676950934044e-06,-1.8499999940395355,0.0
2.121567695098745e-06,-1.8499999940395355,-0.019999999552965164
2.1219676951040855e-06,-1.8499999940395355,-0.019999999552965164
2.122367695109426e-06,-1.8499999940395355,0.0
2.1227676951147667e-06,-1.8499999940395355,0.0
2.1231676951201072e-06,-2.8499999940395355,0.0
2.123567695125448e-06,-1.8499999940395355,0.0
2.1239676951307884e-06,-1.8499999940395355,0.0
2.124367695136129e-06,-1.8499999940395355,0.0
2.1247676951414695e-06,-1.8499999940395355,0.0
2.12516769514681e-06,-1.8499999940395355,0.0
2.1255676951521507e-06,-2.8499999940395355,0.019999999552965164
2.1259676951574912e-06,-1.8499999940395355,0.0
2.126367695162832e-06,-1.8499999940395355,-0.019999999552965164
2.1267676951681724e-06,-1.8499999940395355,-0.019999999552965164
2.127167695173513e-06,-1.8499999940395355,-0.019999999552965164
2.1275676951788535e-06,-1.8499999940395355,0.0
2.127967695184194e-06,-1.8499999940395355,0.0
2.1283676951895347e-06,-1.8499999940395355,0.0
2.1287676951948753e-06,-0.8499999940395355,-0.019999999552965164
2.129167695200216e-06,-1.8499999940395355,0.0
2.1295676952055564e-06,-1.8499999940395355,0.0
2.129967695210897e-06,-1.8499999940395355,0.0
2.1303676952162375e-06,-1.8499999940395355,0.0
2.130767695221578e-06,-1.8499999940395355,0.0
2.1311676952269187e-06,-2.8499999940395355,0.0
2.1315676952322593e-06,-2.8499999940395355,0.0
2.1319676952376e-06,-1.8499999940395355,-0.019999999552965164
2.1323676952429404e-06,-1.8499999940395355,-0.019999999552965164
2.132767695248281e-06,-1.8499999940395355,-0.019999999552965164
2.1331676952536216e-06,-1.8499999940395355,0.0
2.133567695258962e-06,-1.8499999940395355,0.0
2.1339676952643027e-06,-1.8499999940395355,0.0
2.1343676952696433e-06,-1.8499999940395355,0.0
2.134767695274984e-06,-2.8499999940395355,0.0
2.1351676952803244e-06,-1.8499999940395355,0.0
2.135567695285665e-06,-1.8499999940395355,0.0
2.1359676952910056e-06,-1.8499999940395355,0.0
2.136367695296346e-06,-1.8499999940395355,0.0
2.1367676953016867e-06,-1.8499999940395355,0.0
2.1371676953070273e-06,-1.8499999940395355,0.0
2.137567695312368e-06,-0.8499999940395355,-0.019999999552965164
2.1379676953177084e-06,-0.8499999940395355,-0.019999999552965164
2.138367695323049e-06,-1.8499999940395355,0.0
2.1387676953283896e-06,-1.8499999940395355,0.0
2.13916769533373e-06,-1.8499999940395355,0.0
2.1395676953390707e-06,-1.8499999940395355,0.0
2.1399676953444113e-06,-1.8499999940395355,-0.019999999552965164
2.140367695349752e-06,-2.8499999940395355,-0.019999999552965164
2.1407676953550924e-06,-2.8499999940395355,-0.019999999552965164
2.141167695360433e-06,-1.8499999940395355,0.0
2.1415676953657736e-06,-1.8499999940395355,0.0
2.141967695371114e-06,-1.8499999940395355,0.0
2.1423676953764547e-06,-1.8499999940395355,0.0
2.1427676953817953e-06,-1.8499999940395355,0.0
2.143167695387136e-06,-1.8499999940395355,0.0
2.1435676953924764e-06,-1.8499999940395355,0.0
2.143967695397817e-06,-1.8499999940395355,0.0
