index,timestamp,cps_prior,frequency_MHz,signal,reference,ratio
0,2026-01-25 23:44:32,160956.67475394826,2100.0,65897,68178,0.9665434597670803
0,2026-01-25 23:44:32,160956.67475394826,2100.50000038147,66170,68236,0.9697227270062724
0,2026-01-25 23:44:32,160956.67475394826,2101.0000007629396,66143,68168,0.9702939795798615
0,2026-01-25 23:44:32,160956.67475394826,2101.500001144409,65978,68305,0.9659322157967938
0,2026-01-25 23:44:32,160956.67475394826,2102.000001525879,65745,68670,0.9574049803407602
0,2026-01-25 23:44:32,160956.67475394826,2102.5000019073486,65912,68302,0.9650083452900354
0,2026-01-25 23:44:32,160956.67475394826,2103.0000022888185,65898,67918,0.970258252598722
0,2026-01-25 23:44:32,160956.67475394826,2103.5000026702883,65804,68405,0.9619764637087932
0,2026-01-25 23:44:32,160956.67475394826,2104.0000030517576,66099,68535,0.9644561173123222
0,2026-01-25 23:44:32,160956.67475394826,2104.5000034332274,65936,69041,0.9550267232514014
0,2026-01-25 23:44:32,160956.67475394826,2105.0000038146973,66140,68901,0.9599280126558395
0,2026-01-25 23:44:32,160956.67475394826,2105.500004196167,66239,68877,0.9616998417468822
0,2026-01-25 23:44:32,160956.67475394826,2106.000004577637,66325,69086,0.9600353182989317
0,2026-01-25 23:44:32,160956.67475394826,2106.5000049591063,66481,68328,0.9729686219412247
0,2026-01-25 23:44:32,160956.67475394826,2107.000005340576,66522,68887,0.965668413488757
0,2026-01-25 23:44:32,160956.67475394826,2107.500005722046,66517,68739,0.9676748279724756
0,2026-01-25 23:44:32,160956.67475394826,2108.0000061035157,66706,68571,0.9728019133452918
0,2026-01-25 23:44:32,160956.67475394826,2108.5000064849855,65707,68129,0.9644497937735766
0,2026-01-25 23:44:32,160956.67475394826,2109.000006866455,66332,67992,0.9755853629838804
0,2026-01-25 23:44:32,160956.67475394826,2109.5000072479247,65249,67886,0.9611554665173968
0,2026-01-25 23:44:32,160956.67475394826,2110.0000076293945,65031,66817,0.9732702755286828
0,2026-01-25 23:44:32,160956.67475394826,2110.5000080108643,64695,66934,0.9665491379567933
0,2026-01-25 23:44:32,160956.67475394826,2111.000008392334,64823,66869,0.9694028623128804
0,2026-01-25 23:44:32,160956.67475394826,2111.5000087738035,64189,66317,0.9679116968499781
0,2026-01-25 23:44:32,160956.67475394826,2112.0000091552733,64036,66456,0.9635849283736607
0,2026-01-25 23:44:32,160956.67475394826,2112.500009536743,64044,65939,0.9712613172780904
0,2026-01-25 23:44:32,160956.67475394826,2113.000009918213,63951,66266,0.9650650408957837
0,2026-01-25 23:44:32,160956.67475394826,2113.500010299683,64242,66463,0.966582910792471
0,2026-01-25 23:44:32,160956.67475394826,2114.000010681152,64141,66600,0.9630780780780781
0,2026-01-25 23:44:32,160956.67475394826,2114.500011062622,64432,66515,0.9686837555438623
0,2026-01-25 23:44:32,160956.67475394826,2115.000011444092,64575,66305,0.9739084533594752
0,2026-01-25 23:44:32,160956.67475394826,2115.5000118255616,64527,66551,0.969587233850731
0,2026-01-25 23:44:32,160956.67475394826,2116.0000122070314,64534,66793,0.9661790906232689
0,2026-01-25 23:44:32,160956.67475394826,2116.500012588501,64509,66446,0.9708485085633447
0,2026-01-25 23:44:32,160956.67475394826,2117.0000129699706,64237,66284,0.9691177358035121
0,2026-01-25 23:44:32,160956.67475394826,2117.5000133514404,64081,66710,0.9605906160995353
0,2026-01-25 23:44:32,160956.67475394826,2118.0000137329102,64336,66462,0.9680117962143782
0,2026-01-25 23:44:32,160956.67475394826,2118.50001411438,64721,66659,0.970926656565505
0,2026-01-25 23:44:32,160956.67475394826,2119.0000144958494,64769,66635,0.9719966984317551
0,2026-01-25 23:44:32,160956.67475394826,2119.5000148773192,64476,66801,0.9651951318094041
0,2026-01-25 23:44:32,160956.67475394826,2120.000015258789,64496,67161,0.9603192328881345
0,2026-01-25 23:44:32,160956.67475394826,2120.500015640259,65515,66997,0.977879606549547
0,2026-01-25 23:44:32,160956.67475394826,2121.0000160217287,65277,67334,0.9694507975168563
0,2026-01-25 23:44:32,160956.67475394826,2121.500016403198,65369,67004,0.9755984717330308
0,2026-01-25 23:44:32,160956.67475394826,2122.000016784668,65294,67814,0.9628395316601291
0,2026-01-25 23:44:32,160956.67475394826,2122.5000171661377,65330,67661,0.9655488390653404
0,2026-01-25 23:44:32,160956.67475394826,2123.0000175476075,65618,67729,0.968831667380295
0,2026-01-25 23:44:32,160956.67475394826,2123.5000179290773,65742,67956,0.9674200953558185
0,2026-01-25 23:44:32,160956.67475394826,2124.0000183105467,66104,68003,0.972074761407585
0,2026-01-25 23:44:32,160956.67475394826,2124.5000186920165,66092,68381,0.9665257893274447
0,2026-01-25 23:44:32,160956.67475394826,2125.0000190734863,66178,68454,0.9667513950974377
0,2026-01-25 23:44:32,160956.67475394826,2125.500019454956,66000,68168,0.9681962211008097
0,2026-01-25 23:44:32,160956.67475394826,2126.000019836426,66314,68362,0.9700418361077792
0,2026-01-25 23:44:32,160956.67475394826,2126.5000202178953,66118,67911,0.9735977971168146
0,2026-01-25 23:44:32,160956.67475394826,2127.000020599365,66185,68472,0.9665994859212524
0,2026-01-25 23:44:32,160956.67475394826,2127.500020980835,66760,68093,0.9804238321119645
0,2026-01-25 23:44:32,160956.67475394826,2128.000021362305,66284,67874,0.9765742405044642
0,2026-01-25 23:44:32,160956.67475394826,2128.5000217437746,66112,67777,0.9754341443262464
0,2026-01-25 23:44:32,160956.67475394826,2129.000022125244,66465,68310,0.9729907773386034
0,2026-01-25 23:44:32,160956.67475394826,2129.500022506714,66451,67634,0.982508797350445
0,2026-01-25 23:44:32,160956.67475394826,2130.0000228881836,66365,67993,0.9760563587428117
0,2026-01-25 23:44:32,160956.67475394826,2130.5000232696534,66217,68077,0.9726779969740147
0,2026-01-25 23:44:32,160956.67475394826,2131.0000236511232,66301,68174,0.9725261830023176
0,2026-01-25 23:44:32,160956.67475394826,2131.5000240325926,66116,68727,0.9620091085017534
0,2026-01-25 23:44:32,160956.67475394826,2132.0000244140624,66738,68089,0.9801583221959494
0,2026-01-25 23:44:32,160956.67475394826,2132.500024795532,66833,68323,0.9781918241295026
0,2026-01-25 23:44:32,160956.67475394826,2133.000025177002,66595,68478,0.972502117468384
0,2026-01-25 23:44:32,160956.67475394826,2133.500025558472,66585,68432,0.9730097030628946
0,2026-01-25 23:44:32,160956.67475394826,2134.000025939941,66695,67594,0.9867000029588425
0,2026-01-25 23:44:32,160956.67475394826,2134.500026321411,66121,68068,0.9713962508080155
0,2026-01-25 23:44:32,160956.67475394826,2135.000026702881,65196,67600,0.9644378698224852
0,2026-01-25 23:44:32,160956.67475394826,2135.5000270843507,65682,67731,0.9697479736014528
0,2026-01-25 23:44:32,160956.67475394826,2136.0000274658205,65658,67476,0.973057086964254
0,2026-01-25 23:44:32,160956.67475394826,2136.50002784729,65289,67179,0.9718662081900594
0,2026-01-25 23:44:32,160956.67475394826,2137.0000282287597,65292,67288,0.9703364641540839
0,2026-01-25 23:44:32,160956.67475394826,2137.5000286102295,65476,67078,0.9761173559140106
0,2026-01-25 23:44:32,160956.67475394826,2138.0000289916993,65245,67013,0.9736170593765389
0,2026-01-25 23:44:32,160956.67475394826,2138.500029373169,65511,67082,0.9765809009868519
0,2026-01-25 23:44:32,160956.67475394826,2139.0000297546385,64963,66999,0.9696114867386081
0,2026-01-25 23:44:32,160956.67475394826,2139.5000301361083,64989,66975,0.9703471444568869
0,2026-01-25 23:44:32,160956.67475394826,2140.000030517578,65535,67299,0.9737886149868498
0,2026-01-25 23:44:32,160956.67475394826,2140.500030899048,65709,67343,0.9757361566903762
0,2026-01-25 23:44:32,160956.67475394826,2141.0000312805178,65991,67770,0.9737494466578132
