chunk_elapsed_s,chunk_end_utc,chunk_file,chunk_plot_file,chunk_reps,chunk_start_utc,contrast_mean,cumulative_plot_file,cycle_index,loop_avg_cycle_s,loop_elapsed_s,loop_eta_finish_local,loop_eta_remaining_s,pre_chunk_reopt_mean_delta_cts_s,pre_chunk_reopt_status,reference_mean_cts_s,remaining_reps_after_chunk,reopt_fit_success_fraction,reopt_mean_delta_cts_s,reopt_mean_final_cts_s,reopt_status,reopt_x_um,reopt_y_um,reopt_z_um,run_id,signal_mean_cts_s,signal_median_cts_s,timestamp
1127.619,2026-04-01T12:02:12+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_050212.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_033.png,2000,2026-04-01T11:44:01+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_033.png,33,1127.657,38340.351,2026-04-01 10:03:31,18042.518,1596.6666666666667,success,,32000,1.0,1786.6666666666667,76736.66666666667,success,-2.279899999999995,-0.5942313131313077,-3.7684249090909105,20260331_182347,69013.61970084821,68356.02094240836,20260401_050212
1127.64,2026-04-01T12:21:00+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_052100.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_034.png,2000,2026-04-01T12:02:49+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_034.png,34,1127.657,39467.993,2026-04-01 10:03:31,16914.854,1786.6666666666667,success,,30000,1.0,1206.6666666666667,76243.33333333333,success,-2.300102020202015,-0.6750393939393884,-4.273475414141417,20260331_182347,69693.13841790271,69964.39790575915,20260401_052100
1127.574,2026-04-01T12:39:48+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_053947.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_035.png,2000,2026-04-01T12:21:37+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_035.png,35,1127.655,40595.569,2026-04-01 10:03:31,15787.166,1206.6666666666667,success,,28000,1.0,2476.6666666666665,76140.0,success,-2.3405060606060553,-0.6548373737373681,-3.8694350101010127,20260331_182347,66090.04522061773,65943.45549738218,20260401_053947
1127.653,2026-04-01T12:58:35+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_055835.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_036.png,2000,2026-04-01T12:40:24+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_036.png,36,1127.655,41723.224,2026-04-01 10:03:31,14659.511,2476.6666666666665,success,,26000,1.0,2383.3333333333335,75073.33333333333,success,-2.401112121212116,-0.5134232323232264,-4.273475414141416,20260331_182347,66825.27716581784,66747.64397905757,20260401_055835
1127.637,2026-04-01T13:17:23+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_061723.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_037.png,2000,2026-04-01T12:59:12+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_037.png,37,1127.654,42850.863,2026-04-01 10:03:31,13531.851,2383.3333333333335,success,,24000,1.0,1033.3333333333333,75813.33333333333,success,-2.320304040404035,-0.47301919191918584,-4.172465313131314,20260331_182347,68285.69440851966,68356.02094240836,20260401_061723
1127.618,2026-04-01T13:36:11+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_063610.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_038.png,2000,2026-04-01T13:17:59+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_038.png,38,1127.653,43978.483,2026-04-01 10:03:31,12404.188,1033.3333333333333,success,,22000,1.0,1170.0,76556.66666666667,success,-2.340506060606055,-0.3720090909090846,-4.071455212121212,20260331_182347,68098.46142868609,67551.83246073297,20260401_063610
1127.682,2026-04-01T13:54:58+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_065458.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_039.png,2000,2026-04-01T13:36:47+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_039.png,39,1127.654,45106.168,2026-04-01 10:03:31,11276.542,1170.0,success,,20000,1.0,3366.6666666666665,75910.0,success,-2.2394959595959536,-0.2507969696969632,-4.4754956161616155,20260331_182347,68553.75723574478,68356.02094240836,20260401_065458
1127.568,2026-04-01T14:13:46+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_071346.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_040.png,2000,2026-04-01T13:55:35+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_040.png,40,1127.652,46233.738,2026-04-01 10:03:31,10148.869,3366.6666666666665,success,,18000,1.0,700.0,77613.33333333333,success,-2.320304040404034,-0.2507969696969632,-4.172465313131314,20260331_182347,68668.83701847176,68356.02094240836,20260401_071346
1127.638,2026-04-01T14:32:33+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_073233.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_041.png,2000,2026-04-01T14:14:22+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_041.png,41,1127.652,47361.378,2026-04-01 10:03:31,9021.215,700.0,success,,16000,1.0,2626.6666666666665,77136.66666666667,success,-2.239495959595953,-0.21039292929292253,-4.475495616161616,20260331_182347,68543.25392224193,68356.02094240836,20260401_073233
1127.559,2026-04-01T14:51:21+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_075121.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_042.png,2000,2026-04-01T14:33:10+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_042.png,42,1127.65,48488.94,2026-04-01 10:03:31,7893.548,2626.6666666666665,success,,14000,1.0,2700.0,77750.0,success,-2.219293939393933,-0.19019090909090208,-4.475495616161617,20260331_182347,70234.28739620217,69964.39790575915,20260401_075121
1127.615,2026-04-01T15:10:09+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_081008.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_043.png,2000,2026-04-01T14:51:58+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_043.png,43,1127.649,49616.556,2026-04-01 10:03:31,6765.894,2700.0,success,,12000,1.0,1466.6666666666667,77683.33333333333,success,-2.259697979797973,-0.16998888888888164,-4.576505717171718,20260331_182347,70216.47742982775,69964.39790575915,20260401_081008
1127.66,2026-04-01T15:28:56+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_082856.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_044.png,2000,2026-04-01T15:10:45+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_044.png,44,1127.649,50744.22,2026-04-01 10:03:31,5638.247,1466.6666666666667,success,,10000,1.0,1076.6666666666667,77550.0,success,-2.219293939393933,-0.1497868686868612,-4.374485515151514,20260331_182347,70883.66617016151,70768.58638743454,20260401_082856
1127.544,2026-04-01T15:47:44+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_084744.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_045.png,2000,2026-04-01T15:29:33+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_045.png,45,1127.647,51871.766,2026-04-01 10:03:31,4510.588,1076.6666666666667,success,,8000,1.0,1463.3333333333333,76720.0,success,-2.2798999999999934,-0.19019090909090153,-4.576505717171717,20260331_182347,69305.88581571035,69160.20942408375,20260401_084744
1127.627,2026-04-01T16:06:31+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_090631.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_046.png,2000,2026-04-01T15:48:20+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_046.png,46,1127.647,52999.395,2026-04-01 10:03:31,3382.94,1463.3333333333333,success,,6000,1.0,1776.6666666666667,77240.0,success,-2.3001020202020133,-0.25079696969696197,-4.475495616161616,20260331_182347,69776.25159431664,69964.39790575915,20260401_090631
1127.624,2026-04-01T16:25:19+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_092519.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_047.png,2000,2026-04-01T16:07:08+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_047.png,47,1127.646,54127.023,2026-04-01 10:03:31,2255.293,1776.6666666666667,success,,4000,1.0,1710.0,77600.0,success,-2.340506060606053,-0.2912010101010024,-4.374485515151514,20260331_182347,70399.60041742107,70768.58638743454,20260401_092519
1127.978,2026-04-01T16:44:07+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_094406.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_048.png,2000,2026-04-01T16:25:56+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_048.png,48,1127.653,55255.003,2026-04-01 10:03:31,1127.653,1710.0,success,,2000,1.0,2176.6666666666665,76943.33333333333,success,-2.4011121212121136,-0.37200909090908296,-4.576505717171717,20260331_182347,69337.39575621893,69160.20942408375,20260401_094406
1091.235,2026-04-01T17:02:55+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\cpmg_xy_fine_res_chunk_20260401_100254.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\chunk_cts_cycle_049.png,2000,2026-04-01T16:44:44+00:00,,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260331_182347\plots\cumulative_cycle_049.png,49,1126.925,56346.241,2026-04-01 10:02:55,0.0,2176.6666666666665,success,,0,,,,skipped,,,,20260331_182347,69537.41537857773,69964.39790575915,20260401_100254
