tau_tdds,signal1,reference1,signal2,reference2,signal1_cts_s,reference1_cts_s,signal2_cts_s,reference2_cts_s,contrast
5785.802083333334,6893,8441,7284,8560,203608.61538461535,249334.15384615381,215158.15384615381,252849.23076923072,0.9463207029104888
5810.8671875,6887,8332,7232,8361,203431.3846153846,246114.4615384615,213622.15384615381,246971.07692307688,0.9522953539823009
5835.932291666667,6945,8394,7390,8459,205144.61538461535,247945.84615384613,218289.23076923075,249865.84615384613,0.9397834912043301
5860.997395833334,6887,8575,7186,8410,203431.3846153846,253292.30769230766,212263.3846153846,248418.4615384615,0.9583913164486502
5886.0625,6836,8455,7316,8474,201924.92307692306,249747.69230769228,216103.3846153846,250308.92307692303,0.9343903772553308
5911.127604166667,6965,8293,7302,8517,205735.3846153846,244962.4615384615,215689.84615384613,251579.07692307688,0.9538482607504793
5936.192708333334,6953,8277,7178,8342,205380.92307692303,244489.84615384613,212027.0769230769,246409.84615384613,0.9686542212315408
5961.2578125,6989,8496,7170,8501,206444.30769230766,250958.7692307692,211790.7692307692,251106.4615384615,0.9747559274755927
5986.322916666667,6843,8717,7198,8623,202131.69230769228,257486.7692307692,212617.84615384613,254710.15384615381,0.950680744651292
6011.388020833334,6873,8501,7296,8429,203017.84615384613,251106.4615384615,215512.61538461535,248979.69230769228,0.9420230263157895
6036.453125,6935,8558,7236,8486,204849.23076923075,252790.15384615381,213740.30769230766,250663.3846153846,0.9584024322830293
6061.518229166667,6983,8579,7364,8451,206267.0769230769,253410.4615384615,217521.23076923075,249629.53846153844,0.948261814231396
6086.583333333334,6925,8385,7266,8372,204553.84615384613,247679.99999999997,214626.4615384615,247295.99999999997,0.9530690889072392
