chunk_end_utc,chunk_file,chunk_plot_file,chunk_reps,chunk_start_utc,contrast_mean,cumulative_plot_file,cycle_index,loop_avg_cycle_s,loop_elapsed_s,loop_eta_finish_local,loop_eta_remaining_s,pre_chunk_reopt_mean_delta_cts_s,pre_chunk_reopt_status,reference_mean_cts_s,remaining_reps_after_chunk,reopt_fit_success_fraction,reopt_mean_delta_cts_s,reopt_mean_final_cts_s,reopt_status,reopt_x_um,reopt_y_um,reopt_z_um,run_id,signal_mean_cts_s,signal_median_cts_s,timestamp
2026-03-21T20:05:49+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_130549.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_000.png,5000,2026-03-21T19:43:34+00:00,0.8447102026407713,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_000.png,0,1371.954,1371.954,2026-03-21 20:20:53,26067.118,,manual_initial,210451.2,95000,1.0,5456.666666666667,251263.33333333334,success,-3.121797979797979,-1.3275858585858589,-3.9819999999999993,20260321_124334,177159.8769230769,176639.99999999997,20260321_130549
2026-03-21T20:28:41+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_132841.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_001.png,5000,2026-03-21T20:06:26+00:00,0.8413852390752293,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_001.png,1,1371.957,2743.915,2026-03-21 20:20:53,24695.235,5456.666666666667,success,215731.19999999992,90000,1.0,3843.3333333333335,252936.66666666666,success,-3.1015959595959584,-1.2467777777777778,-3.880989898989897,20260321_124334,180962.9538461538,180184.61538461535,20260321_132841
2026-03-21T20:51:33+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_135133.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_002.png,5000,2026-03-21T20:29:18+00:00,0.8374923414620689,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_002.png,2,1371.952,4115.855,2026-03-21 20:20:53,23323.177,3843.3333333333335,success,217079.63076923072,85000,1.0,2643.3333333333335,253206.66666666666,success,-3.141999999999998,-1.2871818181818182,-3.779979797979796,20260321_124334,181330.70769230768,180775.3846153846,20260321_135133
2026-03-21T21:14:25+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_141425.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_003.png,5000,2026-03-21T20:52:10+00:00,0.8465573607624467,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_003.png,3,1371.942,5487.77,2026-03-21 20:20:53,21951.078,2643.3333333333335,success,207178.3384615384,80000,1.0,6840.0,253543.33333333334,success,-3.0409898989898965,-1.1255656565656562,-3.9819999999999967,20260321_124334,174948.92307692303,174867.69230769228,20260321_141425
2026-03-21T21:37:17+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_143717.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_004.png,5000,2026-03-21T21:15:02+00:00,0.8409923164870274,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_004.png,4,1371.95,6859.748,2026-03-21 20:20:53,20579.244,6840.0,success,221901.7846153846,75000,1.0,2723.3333333333335,256323.33333333334,success,-2.960181818181815,-1.0851616161616155,-3.8809898989898945,20260321_124334,186095.26153846152,185501.53846153844,20260321_143717
2026-03-21T22:00:09+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_150009.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_005.png,5000,2026-03-21T21:37:54+00:00,0.8379005664577379,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_005.png,5,1371.945,8231.671,2026-03-21 20:20:53,19207.231,2723.3333333333335,success,213159.8769230769,70000,1.0,8976.666666666666,256193.33333333334,success,-2.8995757575757546,-0.9235454545454538,-3.8809898989898954,20260321_124334,178155.32307692303,177230.7692307692,20260321_150009
2026-03-21T22:22:54+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_152254.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_006.png,5000,2026-03-21T22:00:46+00:00,0.8384142404527937,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_006.png,6,1371.942,9603.597,2026-03-21 20:20:46,17835.251,8976.666666666666,success,219263.99999999997,65000,1.0,5910.0,260173.33333333334,success,-2.717757575757573,-0.8831414141414131,-3.9819999999999958,20260321_124334,183417.6,183729.23076923075,20260321_152254
2026-03-21T22:45:46+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_154546.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_007.png,5000,2026-03-21T22:23:31+00:00,0.8394617570649519,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_007.png,7,1371.944,10975.556,2026-03-21 20:20:46,16463.333,5910.0,success,220364.30769230763,60000,1.0,5316.666666666667,258290.0,success,-2.6975555555555526,-0.7821313131313119,-4.083010101010097,20260321_124334,184532.67692307688,184910.7692307692,20260321_154546
2026-03-21T23:08:38+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_160837.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_008.png,5000,2026-03-21T22:46:23+00:00,0.8444667649365895,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_008.png,8,1371.945,12347.506,2026-03-21 20:20:46,15091.396,5316.666666666667,success,222015.50769230767,55000,1.0,3906.6666666666665,259410.0,success,-2.697555555555552,-0.7215252525252511,-3.7799797979797933,20260321_124334,186907.5692307692,186683.07692307688,20260321_160837
2026-03-21T23:31:30+00:00,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\cpmg_xy_fine_res_chunk_20260321_163129.h5,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\chunk_cts_cycle_009.png,5000,2026-03-21T23:09:15+00:00,0.8383920551664096,C:\Users\QT3 User Facility\Documents\qick-dawg\data\cpmg_reopt\cpmg_reopt_run_20260321_124334\plots\cumulative_cycle_009.png,9,1371.941,13719.415,2026-03-21 20:20:46,13719.415,3906.6666666666665,success,220222.52307692304,50000,1.0,5210.0,258983.33333333334,success,-2.596545454545451,-0.7821313131313115,-3.7799797979797933,20260321_124334,184120.61538461538,184319.99999999997,20260321_163129
